Species_Latin,match.IOC,synonyms,Species_Common,Treename,Family,PassNonPass,Passerine_Clade1,Passerine_OscineSuboscine,Order,SearcherID,Evidence_Type,Evidence_Details,Female_Territoriality,Territorial_Period,Territory_Classification,Justification_Summary,References,Other_Notes,Territory_ClassificationYL,Territory_ClassificationEW,IT_project_classification_from_BNA,JPD_notes,PigotTobias_Territoriality,TerritoryType,Territory.Min,Territory.Max
Anthus petrosus,33434,Anthus petrosus,Rock Pipit,Anthus_petrosus,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,4,,,weak,4,4,4
Anthus rubescens,33425,Anthus rubescens,American Pipit,Anthus_rubescens,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,4,missing EW,weak,4,4,4
Anthus furcatus,33472,Anthus furcatus,Short-billed Pipit,Anthus_furcatus,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW & YL,,,,,,,,,,4,,missing YL,weak,4,4,4
Nectarinia thomensis,31718,Dreptes thomensis;Nectarinia thomensis;Cinnyris thomensis  ,Giant Sunbird,Nectarinia_thomensis,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,4,,,weak,4,4,4
Nectarinia afra,31887,Cinnyris afer;Nectarinia afra;Anthobaphes afer,Greater Double-collared Sunbird,Nectarinia_afra,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,4,,,weak,4,4,4
Nectarinia violacea,31719,Anthobaphes violacea;Nectarinia violacea ,Orange-breasted Sunbird,Nectarinia_violacea,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,4,,,weak,4,4,4
Nectarinia coccinigaster,31944,Cinnyris coccinigastrus;Nectarinia coccinigastra;Nectarinia coccinigaster,Splendid Sunbird,Nectarinia_coccinigaster,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,4,,,weak,4,4,4
Nectarinia purpureiventris,31829,Nectarinia purpureiventris;Chalcomitra purpureiventris,Purple-breasted Sunbird,Nectarinia_purpureiventris,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,4,,,weak,4,4,4
Nectarinia jugularis,31977,Cinnyris jugularis;Nectarinia jugularis;Cyrtostomus jugularis,Olive-backed Sunbird,Nectarinia_jugularis,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,4,,,weak,4,4,4
Calcarius lapponicus,34217,Calcarius lapponicus,Lapland Longspur,Calcarius_lapponicus,Calcariidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,4/5,5,disagreement: JPD thinks evidence in Erins notes is for a 4-5 category,weak,5,5,5
Habia fuscicauda,35907,Habia fuscicauda,Red-throated Ant-tanager,Habia_fuscicauda,Cardinalidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Habia gutturalis,35915,Habia gutturalis,Sooty Ant-tanager,Habia_gutturalis,Cardinalidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Habia cristata,35916,Habia cristata,Crested Ant-tanager,Habia_cristata,Cardinalidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Passerina versicolor,36033,Passerina versicolor,Varied Bunting,Passerina_versicolor,Cardinalidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,,5,missing EW,weak,5,5,5
Habia rubica,35889,Habia rubica,Red-crowned Ant-tanager,Habia_rubica,Cardinalidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Cardinalis sinuatus,35979,Cardinalis sinuatus,Pyrrhuloxia,Cardinalis_sinuatus,Cardinalidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,4,5,"disagreement: not sure here, need to check sources in BNA",weak,5,5,5
Piranga flava,35860,Piranga flava,Hepatic Tanager,Piranga_flava,Cardinalidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,5,,weak,5,5,5
Dicaeum ignipectus,31600,Dicaeum ignipectus,Fire-breasted Flowerpecker,Dicaeum_ignipectus,Dicaeidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,none,5,5,5
Dicaeum erythrorhynchos,31523,Dicaeum erythrorhynchos,Pale-billed Flowerpecker,Dicaeum_erythrorhynchos,Dicaeidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,none,5,5,5
Dicaeum concolor,31526,Dicaeum concolor,Plain Flowerpecker,Dicaeum_concolor,Dicaeidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,none,5,5,5
Dicaeum hirundinaceum,31585,Dicaeum hirundinaceum,Mistletoebird,Dicaeum_hirundinaceum,Dicaeidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Emberiza pusilla,34324,Emberiza pusilla;Schoeniclus pusillus,Little Bunting,Emberiza_pusilla,Emberizidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Emberiza striolata,34286,Emberiza striolata;Fringillaria striolata,House Bunting,Emberiza_striolata,Emberizidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Emberiza aureola,34333,Emberiza aureola;Schoeniclus aureolus,Yellow-breasted Bunting,Emberiza_aureola,Emberizidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Miliaria calandra,34240,Emberiza calandra;Miliaria calandra,Corn Bunting,Miliaria_calandra,Emberizidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Emberiza tahapisi,34297,Emberiza tahapisi;Fringillaria tahapisi,Cinnamon-breasted Bunting,Emberiza_tahapisi,Emberizidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Emberiza cirlus,34283,Emberiza cirlus,Cirl Bunting,Emberiza_cirlus,Emberizidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Emberiza melanocephala,34353,Emberiza melanocephala;Granativora melanocephala;Melophus melanocephalus  ,Black-headed Bunting,Emberiza_melanocephala,Emberizidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Spermophaga haematina,32735,Spermophaga haematina,Western Bluebill,Spermophaga_haematina,Estrildidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Spermophaga poliogenys,32734,Spermophaga poliogenys,Grant's Bluebill,Spermophaga_poliogenys,Estrildidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Spermophaga ruficapilla,32739,Spermophaga ruficapilla,Red-headed Bluebill,Spermophaga_ruficapilla,Estrildidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Uraeginthus granatinus,32805,Uraeginthus granatinus;Granatina granatina;Uraeginthus granatina ,Common Grenadier,Uraeginthus_granatinus,Estrildidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Uraeginthus ianthinogaster,32809,Uraeginthus ianthinogaster;Granatina ianthinogaster  ,Purple Grenadier,Uraeginthus_ianthinogaster,Estrildidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Himatione sanguinea,33740,Himatione sanguinea;Drepanis sanguinea ,Apapane,Himatione_sanguinea,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Pseudonestor xanthophrys,33760,Pseudonestor xanthophrys,Maui Parrotbill,Pseudonestor_xanthophrys,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Loxops caeruleirostris,33764,Loxops caeruleirostris,Akekee,Loxops_caeruleirostris,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Paroreomyza montana,33718,Paroreomyza montana,Maui Alauahio,Paroreomyza_montana,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Palmeria dolei,33739,Palmeria dolei;Drepanis dolei,Akohekohe,Palmeria_dolei,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Mycerobas affinis,33520,Mycerobas affinis;Coccothraustes affinis,Collared Grosbeak,Mycerobas_affinis,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Hemignathus virens,NA,#VALUE!,Common Amakihi,Hemignathus_virens,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Hemignathus munroi,NA,#VALUE!,Akiapolaau,Hemignathus_munroi,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Serinus serinus,34046,Serinus serinus,European Serin,Serinus_serinus,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Melamprosops phaeosoma,33713,Melamprosops phaeosoma,Poo-uli,Melamprosops_phaeosoma,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,,5,5,5
Leucosticte atrata,33635,Leucosticte atrata,Black Rosy-finch,Leucosticte_atrata,Fringillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,1,5,missing EW,weak,5,5,5
Dives dives,35353,Dives dives,Melodious Blackbird,Dives_dives,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Cacicus sclateri,35160,Cacicus sclateri,Ecuadorian Cacique,Cacicus_sclateri,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Dives warszewiczi,35350,Dives warczewiczi;Dives warszewiczi,Scrub Blackbird,Dives_warszewiczi,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Icterus jamacaii,35242,Icterus jamacaii,Campo Troupial,Icterus_jamacaii,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Dives atroviolaceus,NA,#VALUE!,Cuban Blackbird,Dives_atroviolaceus,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Icterus icterus,35244,Icterus icterus,Venezuelan Troupial,Icterus_icterus,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Hypopyrrhus pyrohypogaster,35398,Hypopyrrhus pyrohypogaster,Red-bellied Grackle,Hypopyrrhus_pyrohypogaster,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Icterus prosthemelas,35262,Icterus prosthemelas,Black-cowled Oriole,Icterus_prosthemelas,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Cacicus koepckeae,35159,Cacicus koepckeae,Selva Cacique,Cacicus_koepckeae,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Amblycercus holosericeus,35124,Amblycercus holosericeus;Cacicus holosericeus    ,Yellow-billed Cacique,Amblycercus_holosericeus,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Macroagelaius subalaris,35406,Macroagelaius subalaris,Mountain Grackle,Macroagelaius_subalaris,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Icterus mesomelas,35231,Icterus mesomelas,Yellow-tailed Oriole,Icterus_mesomelas,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Macroagelaius imthurni,35408,Macroagelaius imthurni,Golden-tufted Grackle,Macroagelaius_imthurni,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Icterus laudabilis,35278,Icterus laudabilis,St Lucia Oriole,Icterus_laudabilis,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Icterus pustulatus,35216,Icterus pustulatus,Streak-backed Oriole,Icterus_pustulatus,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Icterus leucopteryx,35195,Icterus leucopteryx,Jamaican Oriole,Icterus_leucopteryx,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Icterus croconotus,35248,Icterus croconotus,Orange-backed Troupial,Icterus_croconotus,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Cacicus uropygialis,35171,Cacicus uropygialis,Scarlet-rumped Cacique,Cacicus_uropygialis,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,none,5,5,5
Oreopsar bolivianus,35420,Oreopsar bolivianus,Bolivian Blackbird,Oreopsar_bolivianus,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,none,5,5,5
Icterus nigrogularis,35208,Icterus nigrogularis,Yellow Oriole,Icterus_nigrogularis,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Icterus oberi,35277,Icterus oberi,Montserrat Oriole,Icterus_oberi,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Icterus graceannae,35241,Icterus graceannae,White-edged Oriole,Icterus_graceannae,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Icterus auricapillus,35281,Icterus auricapillus,Orange-crowned Oriole,Icterus_auricapillus,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Icterus cayanensis,35287,Icterus cayanensis,Epaulet Oriole,Icterus_cayanensis,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Icterus chrysater,35185,Icterus chrysater,Yellow-backed Oriole,Icterus_chrysater,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Icterus maculialatus,35251,Icterus maculialatus,Bar-winged Oriole,Icterus_maculialatus,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Icterus bonana,35274,Icterus bonana,Martinique Oriole,Icterus_bonana,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Icterus wagleri,35252,Icterus wagleri,Black-vented Oriole,Icterus_wagleri,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Icterus auratus,35199,Icterus auratus,Orange Oriole,Icterus_auratus,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Icterus gularis,35200,Icterus gularis,Altamira Oriole,Icterus_gularis,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Amblyramphus holosericeus,35414,Amblyramphus holosericeus,Scarlet-headed Blackbird,Amblyramphus_holosericeus,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Agelaius assimilis,35324,Agelaius assimilis,Red-shouldered Blackbird,Agelaius_assimilis,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Icterus abeillei,35227,Icterus abeillei,Black-backed Oriole,Icterus_abeillei,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Icterus pectoralis,35236,Icterus pectoralis,Spot-breasted Oriole,Icterus_pectoralis,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Nesopsar nigerrimus,35291,Nesopsar nigerrimus,Jamaican Blackbird,Nesopsar_nigerrimus,Icteridae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Mitrospingus cassinii,35839,Mitrospingus cassinii,Dusky-faced Tanager,Mitrospingus_cassinii,Mitrospingidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Amaurocichla bocagei,NA,#VALUE!,Sao Tome Short-tail,Amaurocichla_bocagei,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Motacilla flaviventris,33249,Motacilla flaviventris,Madagascar Wagtail,Motacilla_flaviventris,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Motacilla cinerea,33251,Motacilla cinerea,Grey Wagtail,Motacilla_cinerea,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Motacilla clara,33258,Motacilla clara,Mountain Wagtail,Motacilla_clara,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Motacilla grandis,33280,Motacilla grandis,Japanese Wagtail,Motacilla_grandis,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Anthus nattereri,33484,Anthus nattereri,Ochre-breasted Pipit,Anthus_nattereri,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Anthus berthelotii,33440,Anthus berthelotii;Corydalla berthelotii,Berthelot's Pipit,Anthus_berthelotii,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Anthus crenatus,33446,Anthus crenatus;Cinaedium crenatum,Yellow-tufted Pipit,Anthus_crenatus,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Motacilla alba,33262,Motacilla alba,White Wagtail,Motacilla_alba,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,5,missing EW,weak,5,5,5
Anthus spragueii,33466,Anthus spragueii,Sprague's Pipit,Anthus_spragueii,Motacillidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,5,missing EW,weak,5,5,5
Nectarinia reichenowi,31847,Drepanorhynchus reichenowi;Nectarinia reichenowi;Cyanomitra reichenowi     ,Golden-winged Sunbird,Nectarinia_reichenowi,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Nectarinia johnstoni,31842,Nectarinia johnstoni,Red-tufted Sunbird,Nectarinia_johnstoni,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Nectarinia olivacea,31740,Cyanomitra olivacea;Nectarinia olivacea,Olive Sunbird,Nectarinia_olivacea,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,none,5,5,5
Anthreptes fraseri,31642,Deleornis fraseri;Anthreptes fraseri,Scarlet-tufted Sunbird,Anthreptes_fraseri,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Nectarinia sovimanga,32008,Cinnyris sovimanga;Nectarinia souimanga;Nectarinia sovimanga,Souimanga Sunbird,Nectarinia_sovimanga,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Nectarinia mediocris,31895,Cinnyris mediocris;Nectarinia mediocris;Anthobaphes mediocris,Eastern Double-collared Sunbird,Nectarinia_mediocris,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Nectarinia ludovicensis,31882,Cinnyris ludovicensis;Anthobaphes ludovicensis;Nectarinia ludovicensis ,Ludwig's Double-collared Sunbird,Nectarinia_ludovicensis,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Nectarinia kilimensis,31833,Nectarinia kilimensis;Chalcomitra kilimensis,Bronze Sunbird,Nectarinia_kilimensis,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Nectarinia minima,31787,Leptocoma minima;Nectarinia minima,Crimson-backed Sunbird,Nectarinia_minima,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Nectarinia famosa,31837,Nectarinia famosa,Malachite Sunbird,Nectarinia_famosa,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Anthreptes collaris,31697,Hedydipna collaris;Anthodiaeta collaris;Anthreptes collaris ,Collared Sunbird,Anthreptes_collaris,Nectariniidae,Passeriformes,Passerida,Oscine,Passeriformes,EW,,,,,,,,,,5,,,weak,5,5,5
Basileuterus luteoviridis,35668,Myiothlypis luteoviridis;Basileuterus luteoviridis,Citrine Warbler,Basileuterus_luteoviridis,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Basileuterus leucophrys,35677,Myiothlypis leucophrys;Basileuterus leucophrys,White-striped Warbler,Basileuterus_leucophrys,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Basileuterus coronatus,35717,Myiothlypis coronata;Basileuterus coronatus,Russet-crowned Warbler,Basileuterus_coronatus,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Basileuterus nigrocristatus,35687,Myiothlypis nigrocristata;Basileuterus nigrocristatus,Black-crested Warbler,Basileuterus_nigrocristatus,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Basileuterus culicivorus,35752,Basileuterus culicivorus,Golden-crowned Warbler,Basileuterus_culicivorus,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Basileuterus leucoblepharus,35681,Myiothlypis leucoblephara;Basileuterus leucoblepharus,White-browed Warbler,Basileuterus_leucoblepharus,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Basileuterus chlorophrys,NA,#VALUE!,Choco Warbler,Basileuterus_chlorophrys,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Basileuterus basilicus,35676,Myiothlypis basilica;Basileuterus basilicus,Santa Marta Warbler,Basileuterus_basilicus,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Ergaticus versicolor,35800,Cardellina versicolor;Ergaticus versicolor ,Pink-headed Warbler,Ergaticus_versicolor,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Basileuterus melanogenys,35740,Basileuterus melanogenys,Black-cheeked Warbler,Basileuterus_melanogenys,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Basileuterus tristriatus,35781,Basileuterus tristriatus,Three-striped Warbler,Basileuterus_tristriatus,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Myioborus ornatus,35821,Myioborus ornatus,Golden-fronted Redstart,Myioborus_ornatus,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Basileuterus conspicillatus,35709,Myiothlypis conspicillata;Basileuterus conspicillatus,White-lored Warbler,Basileuterus_conspicillatus,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Basileuterus bivittatus,35700,Myiothlypis bivittata;Basileuterus bivittatus,Two-banded Warbler,Basileuterus_bivittatus,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
Basileuterus cinereicollis,35710,Myiothlypis cinereicollis;Basileuterus cinereicollis,Grey-throated Warbler,Basileuterus_cinereicollis,Parulidae,Passeriformes,Passerida,Oscine,Passeriformes,PT_strong,,,,,,,,,,,,,strong,5,5,5
